State,shopping centre,url,Coordinate,latitude,longitude
New South Wales,Dapto Mall,https://en.wikipedia.org/wiki/Dapto_Mall,"34°29′41″S,150°47′43″E",-34.49472,150.79528
New South Wales,Stockland Shellharbour,https://en.wikipedia.org/wiki/Stockland_Shellharbour,"34°33′50″S,150°50′22″E",-34.56389,150.83944
New South Wales,Warrawong Plaza,https://en.wikipedia.org/wiki/Warrawong_Plaza,"34°29′10″S,150°53′20″E",-34.48611,150.88889
New South Wales,Wollongong Central,https://en.wikipedia.org/wiki/Wollongong_Central,"34°25′29″S,150°53′37″E",-34.42472,150.89361
New South Wales,Deepwater Plaza,https://en.wikipedia.org/wiki/Deepwater_Plaza,"33°29′S,151°19′E",-33.48333,151.31667
New South Wales,Erina Fair,https://en.wikipedia.org/wiki/Erina_Fair,"33°26′14″S,151°23′36″E",-33.43722,151.39333
New South Wales,Westfield Tuggerah,https://en.wikipedia.org/wiki/Westfield_Tuggerah,"33°18′31″S,151°24′43″E",-33.30861,151.41194
New South Wales,Lavington Square,https://en.wikipedia.org/wiki/Lavington_Square_Shopping_Centre,"36°02′54″S,146°56′07″E",-36.04833,146.93528
New South Wales,Toorimina Gardens,"https://en.wikipedia.org/wiki/Toormina,_New_South_Wales#Toormina_Gardens","30°21′S,153°05′E",-30.35,153.08333
New South Wales,Wagga Wagga Marketplace,https://en.wikipedia.org/wiki/Wagga_Wagga_Marketplace,"35°6′54″S,147°22′17″E",-35.115,147.37139
Northern Territory,Casuarina Square,https://en.wikipedia.org/wiki/Casuarina_Square,"12°22′31″S,130°52′55″E",-12.37528,130.88194
Northern Territory,Palmerston Shopping Centre,https://en.wikipedia.org/wiki/Palmerston_Shopping_Centre,"12°28′50″S,130°59′08″E",-12.48056,130.98556
Northern Territory,Smith Street Mall,"https://en.wikipedia.org/wiki/Smith_Street,_Darwin","12°27′41.43″S,130°50′23.74″E",-12.46139,130.83972
Queensland,ANZAC Square Arcade,https://en.wikipedia.org/wiki/ANZAC_Square_Arcade,"27°28′01″S,153°01′34″E",-27.46694,153.02611
Queensland,Brisbane Arcade,https://en.wikipedia.org/wiki/Brisbane_Arcade,"27°28′08″S,153°01′31″E",-27.46889,153.02528
Queensland,Broadway on the Mall,"https://en.wikipedia.org/wiki/Broadway_on_the_Mall,_Brisbane","27°28′07.38″S,153°01′31.93″E",-27.46861,153.02528
Queensland,MacArthur Central,https://en.wikipedia.org/wiki/MacArthur_Central,"27°28′6.7980″S,153°1′38.9100″E",-27.46833,153.02722
Queensland,The Myer Centre,"https://en.wikipedia.org/wiki/The_Myer_Centre,_Brisbane","27°28′12″S,153°01′30.75″E",-27.47,153.025
Queensland,Post Office Square,"https://en.wikipedia.org/wiki/Post_Office_Square,_Brisbane","27°28′4.44″S,153°01′40.44″E",-27.46778,153.02778
Queensland,Queen Street Mall,"https://en.wikipedia.org/wiki/Queen_Street_Mall,_Brisbane","27°28′10.56″S,153°01′30.72″E",-27.46944,153.025
Queensland,QueensPlaza,https://en.wikipedia.org/wiki/QueensPlaza,"27°28′07″S,153°01′35″E",-27.46861,153.02639
Queensland,Wintergarden,"https://en.wikipedia.org/wiki/Wintergarden,_Brisbane","27°28′09″S,153°01′36.4″E",-27.46917,153.02667
Queensland,Brookside Shopping Centre,https://en.wikipedia.org/wiki/Brookside_Shopping_Centre,"27°24′32″S,152°58′46″E",-27.40889,152.97944
Queensland,Capalaba Park Shopping Centre,https://en.wikipedia.org/wiki/Capalaba_Park_Shopping_Centre,"27°31′27.64″S,153°11′27.65″E",-27.52417,153.19083
Queensland,Centro Toombul,https://en.wikipedia.org/wiki/Centro_Toombul,"27°24′30″S,153°03′40″E",-27.40833,153.06111
Queensland,Forest Lake Village Shopping Centre,https://en.wikipedia.org/wiki/Forest_Lake_Village_Shopping_Centre,"27°37′26″S,152°58′08″E",-27.62389,152.96889
Queensland,Indooroopilly Shopping Centre,https://en.wikipedia.org/wiki/Indooroopilly_Shopping_Centre,"27°30′00″S,152°58′20″E",-27.5,152.97222
Queensland,Logan Hyperdome,https://en.wikipedia.org/wiki/Logan_Hyperdome,"27°39′40″S,153°10′20″E",-27.66111,153.17222
Queensland,McWhirters Marketplace,https://en.wikipedia.org/wiki/McWhirters,"27°27′27″S,153°02′04″E",-27.4575,153.03444
Queensland,Mount Ommaney Shopping Centre,https://en.wikipedia.org/wiki/Mount_Ommaney_Shopping_Centre,"27°32′57.6″S,152°56′19.5″E",-27.54917,152.93861
Queensland,Redbank Plaza,https://en.wikipedia.org/wiki/Redbank_Plaza,"27°36′19.76″S,152°52′03.75″E",-27.60528,152.8675
Queensland,Riverlink Shopping Centre,https://en.wikipedia.org/wiki/Riverlink_Shopping_Centre,"27°36′29.72″S,152°45′31.36″E",-27.60806,152.75861
Queensland,Strathpine Centre,https://en.wikipedia.org/wiki/Strathpine_Centre,"27°18′25″S,152°59′30″E",-27.30694,152.99167
Queensland,Toowong Village,"https://en.wikipedia.org/wiki/Toowong_Village,_Queensland","27°29′07″S,152°59′33″E",-27.48528,152.9925
Queensland,Westfield Carindale,https://en.wikipedia.org/wiki/Westfield_Carindale,"27°30′10″S,153°06′05″E",-27.50278,153.10139
Queensland,Westfield Chermside,https://en.wikipedia.org/wiki/Westfield_Chermside,"27°23′00″S,153°02′00″E",-27.38333,153.03333
Queensland,Westfield Garden City,https://en.wikipedia.org/wiki/Westfield_Garden_City,"27°33′50″S,153°05′00″E",-27.56389,153.08333
Queensland,Westfield North Lakes,https://en.wikipedia.org/wiki/Westfield_North_Lakes,"27°14′20″S,153°01′00″E",-27.23889,153.01667
Queensland,Chevron Renaissance Shopping Centre,https://en.wikipedia.org/wiki/Chevron_Renaissance_Shopping_Centre,"27°59′56.2812″S,153°25′42.9960″E",-27.99889,153.42833
Queensland,Harbour Town Shopping Centre,https://en.wikipedia.org/wiki/Harbour_Town_Shopping_Centre,"27°55′55.18″S,153°23′19.40″E",-27.93194,153.38861
Queensland,Oasis Shopping Centre,https://en.wikipedia.org/wiki/Oasis_Shopping_Centre,"28°01′47″S,153°25′58″E",-28.02972,153.43278
Queensland,Pacific Fair Shopping Centre,https://en.wikipedia.org/wiki/Pacific_Fair_Shopping_Centre,"28°02′12″S,153°25′39″E",-28.03667,153.4275
